訂單號	組別	員工號	訂單工段序號	工段序號	越文名稱	其它名稱	IE秒數	數量	生產日期
ACT1-204	BL19	B6015	034-6791	6791	"may gaáp lai tay 1"" *2"		80	241	2011/12/14 上午 12:00:00
ACT1-204	BL19	B6015	035-6792	6792	khoùa 2 ñaàu lai tay + LD *2		23	241	2011/12/14 上午 12:00:00
ACT1-204	BL19	92163	036-6793	6793	ñính vai con *2		16	318	2011/12/14 上午 12:00:00
ACT1-204	BL19	01017	037-6794	6794	may löôïc voøng naùch *2		32	298	2011/12/14 上午 12:00:00
ACT1-204	BL19	B9070	038-6795	6795	VS5C vai con *2		27	608	2011/12/14 上午 12:00:00
ACT1-204	BL19	85008	039-6796	6796	"mí 2kim 1/4"" vai *2 (1k 2 laàn )"		36	278	2011/12/14 上午 12:00:00
ACT1-204	BL19	B5001	040-6797	6797	raùp söôøn + loùt TT + goït söôøn *2		72	678	2011/12/14 上午 12:00:00
ACT1-204	BL19	B2054	041-6798	6798	uûi söôøn + vai 		23	58	2011/12/14 上午 12:00:00
ACT1-204	BL19	A6026	042-6799	6799	may raùp coå treân 		23	271	2011/12/14 上午 12:00:00
ACT1-204	BL19	A6026	043-6800	6800	uûi gaáp coå 		18	271	2011/12/14 上午 12:00:00
ACT1-204	BL19	92163	044-6801	6801	tra coå + baám + löôïc voøng coå 		63	318	2011/12/14 上午 12:00:00
ACT1-204	BL19	92163	045-6802	6802	may loän vai *2		36	308	2011/12/14 上午 12:00:00
ACT1-204	BL19	A6026	046-6803	6803	uûi coå 		23	271	2011/12/14 上午 12:00:00
ACT1-204	BL19	BA021	047-6804	6804	"mí 1/16"" coå treân "		23	278	2011/12/14 上午 12:00:00
ACT1-204	BL19	BA021	048-6805	6805	"mí 1/16"" coå döôùi "		63	298	2011/12/14 上午 12:00:00
ACT1-204	BL19	B2054	049-6806	6806	löôïc ruùt tay 		23	58	2011/12/14 上午 12:00:00
ACT1-204	BL19	01017	050-6807	6807	tra tay + LD 		130	298	2011/12/14 上午 12:00:00
ACT1-204	BL19	85008	051-6808	6808	uûi ñöôøng tra tay 		32	278	2011/12/14 上午 12:00:00
ACT1-204	BL19	85008	052-6809	6809	"mí 2 kim 1/4"" lai TT *2"		50	278	2011/12/14 上午 12:00:00
ACT1-204	BL19	85008	053-6810	6810	"may 2kim 1/4"" lai TS "		63	278	2011/12/14 上午 12:00:00
ACT1-204	BL19	BA021	054-6811	6811	may nhaõn chính + LD 		27	308	2011/12/14 上午 12:00:00
ACT1-204	BL19	B5001	055-6812	6812	may nhaõn söôøn 		18.5	678	2011/12/14 上午 12:00:00
ACT1-204	BL19	A6026	056-6813	6813	LD coå 		23	271	2011/12/14 上午 12:00:00
ACT1-204	BL19	BA021	057-6814	6814	may nhaõn size 		18.5	298	2011/12/14 上午 12:00:00
ACT1-204	BL19	A6026	060-6817	6817	uûi keo voøng naùch TS + LD		23	271	2011/12/14 上午 12:00:00
ACT1-204	BL19	92163	061-6818	6818	Tra neïp coå 		130	308	2011/12/14 上午 12:00:00
ACT1-204	BL19	92163	062-6819	6819	goït loän coå 		16	308	2011/12/14 上午 12:00:00
ACT1-204	BL19	B9070	063-6820	6820	VS3C voøng naùch 		45	608	2011/12/14 上午 12:00:00
ACT1-204	BL19	A6026	064-6821	6821	uûi coå TP 		36	271	2011/12/14 上午 12:00:00
ACT1-211	BL21	BA020	002-6671	6671	VS3C TT *2		40	342	2011/12/14 上午 12:00:00
ACT1-211	BL21	B2028	003-6672	6672	LD tui TT *2		23	250	2011/12/14 上午 12:00:00
ACT1-211	BL21	B2013	004-6673	6673	VS3C ñaùp tuùi *4		36	336	2011/12/14 上午 12:00:00
ACT1-211	BL21	A8051	005-6674	6674	may ñaùp tuùi *2		45	352	2011/12/14 上午 12:00:00
ACT1-211	BL21	A7054	007-6676	6676	VS5C bao tuùi trong *2		41	336	2011/12/14 上午 12:00:00
ACT1-211	BL21	50598	009-6667	6667	löôïc löng TS 		26	302	2011/12/14 上午 12:00:00
ACT1-211	BL21	B2013	010-6678	6678	VS3CTS *2		32	336	2011/12/14 上午 12:00:00
ACT1-211	BL21	B2013	011-6679	6679	VS3C giöõa TS+ taø TS *2		36	336	2011/12/14 上午 12:00:00
ACT1-211	BL21	B2028	014-6682	6682	LD pen TS *2		23	240	2011/12/14 上午 12:00:00
ACT1-211	BL21	BB005	017-6685	6685	noái söôøn löng chính 		21	240	2011/12/14 上午 12:00:00
ACT1-211	BL21	BB005	019-6687	6687	noái söôøn löng loùt 		21	240	2011/12/14 上午 12:00:00
ACT1-211	BL21	51624	027-6695	6695	may löôïc pen loùt TS 		0	200	2011/12/14 上午 12:00:00
ACT1-211	BL21	A7054	028-6696	6696	VS5C söôøn loùt *2		50	336	2011/12/14 上午 12:00:00
ACT1-211	BL21	A5008	029-6697	6697	may 1 kim gaáp lai loùt 		100	218	2011/12/14 上午 12:00:00
ACT1-211	BL21	AC002	030-6698	6698	raùp 1 kim giöa TS + ngang taø *		41	240	2011/12/14 上午 12:00:00
ACT1-211	BL21	B2013	031-6699	6699	VS3C giöõa TS + taø lai loùt *2		36	336	2011/12/14 上午 12:00:00
ACT1-211	BL21	BA071	032-6700	6700	may nhaõn chính + size 		28	200	2011/12/14 上午 12:00:00
ACT1-211	BL21	A7054	033-6701	6701	may nhaõn TP 		18.6	336	2011/12/14 上午 12:00:00
ACT1-211	BL21	50598	037-6705	6705	tra löng + LD + loät tem soá 		121	242	2011/12/14 上午 12:00:00
ACT1-211	BL21	82031	038-6706	6706	"mí 1/16"" hoaøn chænh löng "		112	200	2011/12/14 上午 12:00:00
ACT1-211	BL21	88010	039-6707	6707	Tra daây keùo + LD 		100	250	2011/12/14 上午 12:00:00
ACT1-211	BL21	52101	040-6708	6708	ñuùp loùt daây keùo 		100	218	2011/12/14 上午 12:00:00
ACT1-211	BL21	96033	041-6709	6709	Khoùa goùc nhoïn taø treân döôùi TS + loän 		37	130	2011/12/14 上午 12:00:00
ACT1-211	BL21	96033	042-6710	6710	"mí 1/16"" taø treân döôùi TS + loän "		46	120	2011/12/14 上午 12:00:00
ACT1-211	BL21	88010	044-6712	6712	LD daây keùo 		0	250	2011/12/14 上午 12:00:00
ACT1-211	BL21	51624	047-6715	6715	ñuùp loùt voøng löng + d8inh1 + LD+ may pen 		130	200	2011/12/14 上午 12:00:00
ACT1-211	BL21	BA030	048-6716	6716	VS3C lai + LD 		45	342	2011/12/14 上午 12:00:00
ACT1-211	BL21	88010	049-6717	6717	khoùa ñuoâi daây keùo 		9	250	2011/12/14 上午 12:00:00
ACT1-211	BL21	B2028	050-6718	6718	LD taø lai loùt + goït 		16	240	2011/12/14 上午 12:00:00
ACT1-211	BL21	B2028	052-6720	6720	LD + mí 1 ñoaïn ngang taø 		32	151	2011/12/14 上午 12:00:00
ACT1-211	BL21	96033	053-6721	6721	dup lot ta TS*2		82	240	2011/12/14 上午 12:00:00
BTH1-217	BL20	85023	001-5579	5579	VS3C  ñaùy TT + baget giaû 		27	330	2011/12/14 上午 12:00:00
BTH1-217	BL20	9A013	002-5580	5580	raùp 1 kim ñaùy TT 		18	300	2011/12/14 上午 12:00:00
BTH1-217	BL20	89024	003-5581	5581	"mí 2 kim 1/4"" ñaùy TT "		32	300	2011/12/14 上午 12:00:00
BTH1-217	BL20	89024	004-5582	5582	may hinh J 2 kim + mí chæ trang trí 		36	300	2011/12/14 上午 12:00:00
BTH1-217	BL20	89024	005-5583	5583	"mí 2 kim 1/4"" ñuoâi baget "		16	300	2011/12/14 上午 12:00:00
BTH1-217	BL20	85023	006-5584	5584	"may gaáp 3/8"" mieäng tuùi trong *2"		32	320	2011/12/14 上午 12:00:00
BTH1-217	BL20	85023	007-5585	5585	may bao tuùi trong 		28	320	2011/12/14 上午 12:00:00
BTH1-217	BL20	85023	008-5586	5586	VS3C bao tuùi trong 		18	320	2011/12/14 上午 12:00:00
BTH1-217	BL20	B7035	009-5587	5587	may nhaùm mieäng tuùi treân + LD khuy 		27	320	2011/12/14 上午 12:00:00
BTH1-217	BL20	B7029	010-5588	5588	loän bao tuùi trong 		14	320	2011/12/14 上午 12:00:00
BTH1-217	BL20	8A015	011-5589	5589	gaén tuùi nhoû vaøo thaân + LD 32		18	300	2011/12/14 上午 12:00:00
BTH1-217	BL20	B2004	012-5590	5590	LD tuùi 		28	300	2011/12/14 上午 12:00:00
BTH1-217	BL20	AB043	013-5591	5591	"uõi gaáp mieäng tuùi 1"" + Ld "		32	320	2011/12/14 上午 12:00:00
BTH1-217	BL20	B7029	014-5592	5592	"may gaáp mieäng tuùi 1"" "		18	320	2011/12/14 上午 12:00:00
BTH1-217	BL20	B7023	015-5593	5593	may baêng nhaùm tuùi sau treân döôùi + LD 		27	300	2011/12/14 上午 12:00:00
BTH1-217	BL20	B7007	016-5594	5594	"mí 2 kim 1/4"" coá ñònh xung quanh tuùi sau "		70	300	2011/12/14 上午 12:00:00
BTH1-217	BL20	B2004	017-5595	5595	LD tuùi söôøn 		28	300	2011/12/14 上午 12:00:00
BTH1-217	BL20	01282	018-5596	5596	"uõi gaáp mieäng tuùi 1""  + LD "		32	320	2011/12/14 上午 12:00:00
BTH1-217	BL20	B7029	019-5597	5597	"may gaáp mieäng tui 1 1"" "		18	320	2011/12/14 上午 12:00:00
BTH1-217	BL20	B7023	020-5598	5598	may baêng nahm1 tuùi sau treân döôùi + LD		27	300	2011/12/14 上午 12:00:00
BTH1-217	BL20	83020	021-5599	5599	"mí 2 kim 1/4"" coá ñònh xung quanh tuùi sau "		70	300	2011/12/14 上午 12:00:00
BTH1-217	BL20	B7035	022-5600	5600	quay raäp naép tuùi *1		23	320	2011/12/14 上午 12:00:00
BTH1-217	BL20	B7035	023-5601	5601	goït loän naép tuùi *1		16	320	2011/12/14 上午 12:00:00
BTH1-217	BL20	9A013	024-5602	5602	"mí 2 kim 1/4"" naép tuùi "		32	300	2011/12/14 上午 12:00:00
BTH1-217	BL20	85023	025-5603	5603	may nahn4 trang trí naép tuùi 		9	320	2011/12/14 上午 12:00:00
BTH1-217	BL20	83020	026-5604	5604	LD + gaén naép tuùi 		18	300	2011/12/14 上午 12:00:00
BTH1-217	BL20	83020	027-5605	5605	"mí 2 kim 1/4"" ñöôøng gaén naép tuùi "		25	300	2011/12/14 上午 12:00:00
BTH1-217	BL20	AB043	028-5606	5606	uõi naép tuùi 		18.5	320	2011/12/14 上午 12:00:00
BTH1-217	BL20	82100	029-5607	5607	noái löng chính 		30	300	2011/12/14 上午 12:00:00
BTH1-217	BL20	01282	030-5608	5608	uõi gaáp löng chính + LD 		41	320	2011/12/14 上午 12:00:00
BTH1-217	BL20	B2004	031-5609	5609	LD löng loùt + chính 		27	300	2011/12/14 上午 12:00:00
BTH1-217	BL20	9A013	032-5610	5610	may noái löng loùt 		21	300	2011/12/14 上午 12:00:00
BTH1-217	BL20	BA029	033-5611	5611	rap2 löng chính vôùi loùt 		45	320	2011/12/14 上午 12:00:00
BTH1-217	BL20	AB043	034-5612	5612	uõi löng loùt + LD 		16	320	2011/12/14 上午 12:00:00
BTH1-217	BL20	B2042	035-5613	5613	VS4C söôøn + ñaùy loùt 		41	330	2011/12/14 上午 12:00:00
BTH1-217	BL20	B2004	036-5614	5614	uõi phaø  hôi thun lai 		8	300	2011/12/14 上午 12:00:00
BTH1-217	BL20	B2004	037-5615	5615	uûi phaø hôi thun löng 		7	300	2011/12/14 上午 12:00:00
BTH1-217	BL20	B2004	038-5616	5616	LD thun lai + caét 		14	300	2011/12/14 上午 12:00:00
BTH1-217	BL20	B2004	039-5617	5617	LD thun löng + caét 		16	300	2011/12/14 上午 12:00:00
BTH1-217	BL20	B2042	040-5618	5618	may daây thun vaøo lai 		51	320	2011/12/14 上午 12:00:00
BTH1-217	BL20	B2042	041-5619	5619	VS4C lai loùt 		37	320	2011/12/14 上午 12:00:00
BTH1-217	BL20	01282	042-5620	5620	"may mí 1/4"" lai loùt "		45	320	2011/12/14 上午 12:00:00
BTH1-217	BL20	AB043	043-5621	5621	uõi gaâp lai + LD		39	320	2011/12/14 上午 12:00:00
BTH1-217	BL20	B7063	044-5622	5622	may noái lai 		13	300	2011/12/14 上午 12:00:00
BTH1-217	BL20	A9017	045-5623	5623	may raùp lai *2		53	300	2011/12/14 上午 12:00:00
BTH1-217	BL20	A9017	046-5624	5624	"mí 1/16"" lai *2"		52	300	2011/12/14 上午 12:00:00
BTH1-217	BL20	87031	047-5625	5625	"mí 3/4"" lai *2"		99	300	2011/12/14 上午 12:00:00
BTH1-217	BL20	B7063	048-5626	5626	VS5C söôøn ngoaøi 		50	300	2011/12/14 上午 12:00:00
BTH1-217	BL20	99027	049-5627	5627	chaïy kansai söôøn ngoaøi 		62	300	2011/12/14 上午 12:00:00
BTH1-217	BL20	B7023	050-5628	5628	VS raùp ñaùy sau 		35	300	2011/12/14 上午 12:00:00
BTH1-217	BL20	99027	051-5629	5629	chaïy kansai ñaùy sau 		43	300	2011/12/14 上午 12:00:00
BTH1-217	BL20	B7063	052-5630	5630	VS5C söôøn trong *2		43	300	2011/12/14 上午 12:00:00
BTH1-217	BL20	82100	053-5631	5631	tra löng +  may daây 		99	300	2011/12/14 上午 12:00:00
BTH1-217	BL20	8A015	054-5632	5632	ñính coá ñònh thun vaøo löng 		63	300	2011/12/14 上午 12:00:00
BTH1-217	BL20	8A015	055-5633	5633	may nhaõn chính +  size vaøo löng 		23	300	2011/12/14 上午 12:00:00
BTH1-217	BL20	00954	056-5634	5634	chaïy kansai löng 		196	300	2011/12/14 上午 12:00:00
BTH1-217	BL20	8A015	057-5635	5635	löôïc nhaõn TP + nhaõn giaët + maõ vaïch 		14	300	2011/12/14 上午 12:00:00
BTH1-217	BL20	9A013	058-5636	5636	Vs4C ñuùp loùt löng 		81	300	2011/12/14 上午 12:00:00
BTH1-217	BL20	8A015	059-5637	5637	gaén nhaõn TP + nhaõn giaët + nhaõn maõ vaïch 		14	300	2011/12/14 上午 12:00:00
BTH1-217	BL20	AB043	060-5638	5638	uõi tuùi nhoû trong + uõi gaáp tuùi 		23	320	2011/12/14 上午 12:00:00
BTH1-217	BL20	BA029	061-5639	5639	löôïc chæ löng 		41	320	2011/12/14 上午 12:00:00
BTH1-217	BL20	B2004	062-5640	5640	caét daây trang trí löng 		5	300	2011/12/14 上午 12:00:00
BTH1-217	BL20	B7035	063-5641	5641	LD naép tuùi +  goït 		13.5	320	2011/12/14 上午 12:00:00
BTH1-217	BL20	AB043	064-5642	5642	uõi keo baget 		12	320	2011/12/14 上午 12:00:00
BTH1-217	BL20	A9017	065-5643	5643	LD may lai *2		12	300	2011/12/14 上午 12:00:00
BTH1-217	BL20	B2042	066-5644	5644	may noái thun lai *2		16	320	2011/12/14 上午 12:00:00
BTH1-217	BL20	BA029	067-5645	5645	may noái thun löng *2		16	320	2011/12/14 上午 12:00:00
BTH1-217	BL20	89024	068-5646	5646	"mí 2 kim 1/4"" söôøn trong *2"		42	300	2011/12/14 上午 12:00:00
BTH1-217	BL22	AA053	001-5579	5579	VS3C  ñaùy TT + baget giaû 		27	315	2011/12/14 上午 12:00:00
BTH1-217	BL22	86020	002-5580	5580	raùp 1 kim ñaùy TT 		18	315	2011/12/14 上午 12:00:00
BTH1-217	BL22	86020	003-5581	5581	"mí 2 kim 1/4"" ñaùy TT "		32	315	2011/12/14 上午 12:00:00
BTH1-217	BL22	86020	004-5582	5582	may hinh J 2 kim + mí chæ trang trí 		36	315	2011/12/14 上午 12:00:00
BTH1-217	BL22	86020	005-5583	5583	"mí 2 kim 1/4"" ñuoâi baget "		16	315	2011/12/14 上午 12:00:00
BTH1-217	BL22	B6033	006-5584	5584	"may gaáp 3/8"" mieäng tuùi trong *2"		32	315	2011/12/14 上午 12:00:00
BTH1-217	BL22	B6033	007-5585	5585	may bao tuùi trong 		28	305	2011/12/14 上午 12:00:00
BTH1-217	BL22	B6033	008-5586	5586	VS3C bao tuùi trong 		18	315	2011/12/14 上午 12:00:00
BTH1-217	BL22	B6033	009-5587	5587	may nhaùm mieäng tuùi treân + LD khuy 		27	315	2011/12/14 上午 12:00:00
BTH1-217	BL22	B6033	010-5588	5588	loän bao tuùi trong 		14	315	2011/12/14 上午 12:00:00
BTH1-217	BL22	B3045	011-5589	5589	gaén tuùi nhoû vaøo thaân + LD 32		18	315	2011/12/14 上午 12:00:00
BTH1-217	BL22	B2061	012-5590	5590	LD tuùi 		28	315	2011/12/14 上午 12:00:00
BTH1-217	BL22	8A013	013-5591	5591	"uõi gaáp mieäng tuùi 1"" + Ld "		32	315	2011/12/14 上午 12:00:00
BTH1-217	BL22	B5007	014-5592	5592	"may gaáp mieäng tuùi 1"" "		18	305	2011/12/14 上午 12:00:00
BTH1-217	BL22	8A075	015-5593	5593	may baêng nhaùm tuùi sau treân döôùi + LD 		27	305	2011/12/14 上午 12:00:00
BTH1-217	BL22	B2006	016-5594	5594	"mí 2 kim 1/4"" coá ñònh xung quanh tuùi sau "		70	315	2011/12/14 上午 12:00:00
BTH1-217	BL22	B2061	017-5595	5595	LD tuùi söôøn 		28	315	2011/12/14 上午 12:00:00
BTH1-217	BL22	8A075	018-5596	5596	"uõi gaáp mieäng tuùi 1""  + LD "		32	305	2011/12/14 上午 12:00:00
BTH1-217	BL22	B5007	019-5597	5597	"may gaáp mieäng tui 1 1"" "		18	305	2011/12/14 上午 12:00:00
BTH1-217	BL22	8A075	020-5598	5598	may baêng nahm1 tuùi sau treân döôùi + LD		27	305	2011/12/14 上午 12:00:00
BTH1-217	BL22	A3091	021-5599	5599	"mí 2 kim 1/4"" coá ñònh xung quanh tuùi sau "		70	305	2011/12/14 上午 12:00:00
BTH1-217	BL22	BA039	022-5600	5600	quay raäp naép tuùi *1		23	315	2011/12/14 上午 12:00:00
BTH1-217	BL22	BA039	023-5601	5601	goït loän naép tuùi *1		16	315	2011/12/14 上午 12:00:00
BTH1-217	BL22	B2044	024-5602	5602	"mí 2 kim 1/4"" naép tuùi "		32	315	2011/12/14 上午 12:00:00
BTH1-217	BL22	BA039	025-5603	5603	may nahn4 trang trí naép tuùi 		9	315	2011/12/14 上午 12:00:00
BTH1-217	BL22	B2006	026-5604	5604	LD + gaén naép tuùi 		18	40	2011/12/14 上午 12:00:00
BTH1-217	BL22	B2006	027-5605	5605	"mí 2 kim 1/4"" ñöôøng gaén naép tuùi "		25	40	2011/12/14 上午 12:00:00
BTH1-217	BL22	8A013	028-5606	5606	uõi naép tuùi 		18.5	315	2011/12/14 上午 12:00:00
BTH1-217	BL22	A3043	029-5607	5607	noái löng chính 		30	315	2011/12/14 上午 12:00:00
BTH1-217	BL22	8A013	030-5608	5608	uõi gaáp löng chính + LD 		41	315	2011/12/14 上午 12:00:00
BTH1-217	BL22	B2061	031-5609	5609	LD löng loùt + chính 		27	315	2011/12/14 上午 12:00:00
BTH1-217	BL22	86020	032-5610	5610	may noái löng loùt 		21	315	2011/12/14 上午 12:00:00
BTH1-217	BL22	A3043	033-5611	5611	rap2 löng chính vôùi loùt 		45	315	2011/12/14 上午 12:00:00
BTH1-217	BL22	B3045	034-5612	5612	uõi löng loùt + LD 		16	315	2011/12/14 上午 12:00:00
BTH1-217	BL22	B3015	035-5613	5613	VS4C söôøn + ñaùy loùt 		41	315	2011/12/14 上午 12:00:00
BTH1-217	BL22	B2061	036-5614	5614	uõi phaø  hôi thun lai 		8	315	2011/12/14 上午 12:00:00
BTH1-217	BL22	B2061	037-5615	5615	uûi phaø hôi thun löng 		7	315	2011/12/14 上午 12:00:00
BTH1-217	BL22	B2061	038-5616	5616	LD thun lai + caét 		14	315	2011/12/14 上午 12:00:00
BTH1-217	BL22	B2061	039-5617	5617	LD thun löng + caét 		16	315	2011/12/14 上午 12:00:00
BTH1-217	BL22	B3015	041-5619	5619	VS4C lai loùt 		37	315	2011/12/14 上午 12:00:00
BTH1-217	BL22	B5007	042-5620	5620	"may mí 1/4"" lai loùt "		45	305	2011/12/14 上午 12:00:00
BTH1-217	BL22	8A013	043-5621	5621	uõi gaâp lai + LD		39	315	2011/12/14 上午 12:00:00
BTH1-217	BL22	AA053	044-5622	5622	may noái lai 		13	315	2011/12/14 上午 12:00:00
BTH1-217	BL22	92001	045-5623	5623	may raùp lai *2		53	315	2011/12/14 上午 12:00:00
BTH1-217	BL22	92001	046-5624	5624	"mí 1/16"" lai *2"		52	285	2011/12/14 上午 12:00:00
BTH1-217	BL22	85009	047-5625	5625	"mí 3/4"" lai *2"		99	315	2011/12/14 上午 12:00:00
BTH1-217	BL22	89035	048-5626	5626	VS5C söôøn ngoaøi 		50	315	2011/12/14 上午 12:00:00
BTH1-217	BL22	89035	049-5627	5627	chaïy kansai söôøn ngoaøi 		62	315	2011/12/14 上午 12:00:00
BTH1-217	BL22	AA053	050-5628	5628	VS raùp ñaùy sau 		35	315	2011/12/14 上午 12:00:00
BTH1-217	BL22	B2044	051-5629	5629	chaïy kansai ñaùy sau 		43	315	2011/12/14 上午 12:00:00
BTH1-217	BL22	AA053	052-5630	5630	VS5C söôøn trong *2		43	315	2011/12/14 上午 12:00:00
BTH1-217	BL22	B2021	053-5631	5631	tra löng +  may daây 		99	315	2011/12/14 上午 12:00:00
BTH1-217	BL22	87003	054-5632	5632	ñính coá ñònh thun vaøo löng 		63	315	2011/12/14 上午 12:00:00
BTH1-217	BL22	B3045	055-5633	5633	may nhaõn chính +  size vaøo löng 		23	315	2011/12/14 上午 12:00:00
BTH1-217	BL22	BA012	056-5634	5634	chaïy kansai löng 		196	105	2011/12/14 上午 12:00:00
BTH1-217	BL22	B6046	056-5634	5634	chaïy kansai löng 		196	210	2011/12/14 上午 12:00:00
BTH1-217	BL22	B3045	057-5635	5635	löôïc nhaõn TP + nhaõn giaët + maõ vaïch 		14	315	2011/12/14 上午 12:00:00
BTH1-217	BL22	B6022	058-5636	5636	Vs4C ñuùp loùt löng 		81	315	2011/12/14 上午 12:00:00
BTH1-217	BL22	B3045	059-5637	5637	gaén nhaõn TP + nhaõn giaët + nhaõn maõ vaïch 		14	315	2011/12/14 上午 12:00:00
BTH1-217	BL22	8A075	060-5638	5638	uõi tuùi nhoû trong + uõi gaáp tuùi 		23	305	2011/12/14 上午 12:00:00
BTH1-217	BL22	A3043	061-5639	5639	löôïc chæ löng 		41	315	2011/12/14 上午 12:00:00
BTH1-217	BL22	B2061	062-5640	5640	caét daây trang trí löng 		5	315	2011/12/14 上午 12:00:00
BTH1-217	BL22	B2061	063-5641	5641	LD naép tuùi +  goït 		13.5	315	2011/12/14 上午 12:00:00
BTH1-217	BL22	8A013	064-5642	5642	uõi keo baget 		12	315	2011/12/14 上午 12:00:00
BTH1-217	BL22	92001	065-5643	5643	LD may lai *2		12	315	2011/12/14 上午 12:00:00
BTH1-217	BL22	B3015	066-5644	5644	may noái thun lai *2		16	315	2011/12/14 上午 12:00:00
BTH1-217	BL22	87003	067-5645	5645	may noái thun löng *2		16	315	2011/12/14 上午 12:00:00
BTH1-217	BL22	87003	068-5646	5646	"mí 2 kim 1/4"" söôøn trong *2"		42	315	2011/12/14 上午 12:00:00
BTH1-217	BL23	51026	001-5579	5579	VS3C  ñaùy TT + baget giaû 		27	350	2011/12/14 上午 12:00:00
BTH1-217	BL23	9C007	002-5580	5580	raùp 1 kim ñaùy TT 		18	350	2011/12/14 上午 12:00:00
BTH1-217	BL23	51149	003-5581	5581	"mí 2 kim 1/4"" ñaùy TT "		32	330	2011/12/14 上午 12:00:00
BTH1-217	BL23	51149	004-5582	5582	may hinh J 2 kim + mí chæ trang trí 		36	330	2011/12/14 上午 12:00:00
BTH1-217	BL23	51149	005-5583	5583	"mí 2 kim 1/4"" ñuoâi baget "		16	330	2011/12/14 上午 12:00:00
BTH1-217	BL23	B4047	006-5584	5584	"may gaáp 3/8"" mieäng tuùi trong *2"		32	350	2011/12/14 上午 12:00:00
BTH1-217	BL23	99005	007-5585	5585	may bao tuùi trong 		28	300	2011/12/14 上午 12:00:00
BTH1-217	BL23	B6044	008-5586	5586	VS3C bao tuùi trong 		18	350	2011/12/14 上午 12:00:00
BTH1-217	BL23	B7067	009-5587	5587	may nhaùm mieäng tuùi treân + LD khuy 		27	330	2011/12/14 上午 12:00:00
BTH1-217	BL23	51187	010-5588	5588	loän bao tuùi trong 		14	350	2011/12/14 上午 12:00:00
BTH1-217	BL23	B6044	011-5589	5589	gaén tuùi nhoû vaøo thaân + LD 32		18	350	2011/12/14 上午 12:00:00
BTH1-217	BL23	51187	012-5590	5590	LD tuùi 		28	350	2011/12/14 上午 12:00:00
BTH1-217	BL23	98014	013-5591	5591	"uõi gaáp mieäng tuùi 1"" + Ld "		32	350	2011/12/14 上午 12:00:00
BTH1-217	BL23	B4047	014-5592	5592	"may gaáp mieäng tuùi 1"" "		18	350	2011/12/14 上午 12:00:00
BTH1-217	BL23	B7067	015-5593	5593	may baêng nhaùm tuùi sau treân döôùi + LD 		27	330	2011/12/14 上午 12:00:00
BTH1-217	BL23	52122	016-5594	5594	"mí 2 kim 1/4"" coá ñònh xung quanh tuùi sau "		70	330	2011/12/14 上午 12:00:00
BTH1-217	BL23	51187	017-5595	5595	LD tuùi söôøn 		28	350	2011/12/14 上午 12:00:00
BTH1-217	BL23	98014	018-5596	5596	"uõi gaáp mieäng tuùi 1""  + LD "		32	350	2011/12/14 上午 12:00:00
BTH1-217	BL23	B4047	019-5597	5597	"may gaáp mieäng tui 1 1"" "		18	350	2011/12/14 上午 12:00:00
BTH1-217	BL23	B7067	020-5598	5598	may baêng nahm1 tuùi sau treân döôùi + LD		27	330	2011/12/14 上午 12:00:00
BTH1-217	BL23	52122	021-5599	5599	"mí 2 kim 1/4"" coá ñònh xung quanh tuùi sau "		70	330	2011/12/14 上午 12:00:00
BTH1-217	BL23	B7057	022-5600	5600	quay raäp naép tuùi *1		23	320	2011/12/14 上午 12:00:00
BTH1-217	BL23	B7057	023-5601	5601	goït loän naép tuùi *1		16	320	2011/12/14 上午 12:00:00
BTH1-217	BL23	51924	024-5602	5602	"mí 2 kim 1/4"" naép tuùi "		32	400	2011/12/14 上午 12:00:00
BTH1-217	BL23	B7057	025-5603	5603	may nahn4 trang trí naép tuùi 		9	320	2011/12/14 上午 12:00:00
BTH1-217	BL23	51924	026-5604	5604	LD + gaén naép tuùi 		18	400	2011/12/14 上午 12:00:00
BTH1-217	BL23	51924	027-5605	5605	"mí 2 kim 1/4"" ñöôøng gaén naép tuùi "		25	400	2011/12/14 上午 12:00:00
BTH1-217	BL23	50537	028-5606	5606	uõi naép tuùi 		18.5	350	2011/12/14 上午 12:00:00
BTH1-217	BL23	9C007	029-5607	5607	noái löng chính 		30	350	2011/12/14 上午 12:00:00
BTH1-217	BL23	50537	030-5608	5608	uõi gaáp löng chính + LD 		41	350	2011/12/14 上午 12:00:00
BTH1-217	BL23	51187	031-5609	5609	LD löng loùt + chính 		27	350	2011/12/14 上午 12:00:00
BTH1-217	BL23	9C007	032-5610	5610	may noái löng loùt 		21	320	2011/12/14 上午 12:00:00
BTH1-217	BL23	51336	033-5611	5611	rap2 löng chính vôùi loùt 		45	400	2011/12/14 上午 12:00:00
BTH1-217	BL23	9C007	034-5612	5612	uõi löng loùt + LD 		16	350	2011/12/14 上午 12:00:00
BTH1-217	BL23	B5017	035-5613	5613	VS4C söôøn + ñaùy loùt 		41	350	2011/12/14 上午 12:00:00
BTH1-217	BL23	51187	036-5614	5614	uõi phaø  hôi thun lai 		8	350	2011/12/14 上午 12:00:00
BTH1-217	BL23	51187	037-5615	5615	uûi phaø hôi thun löng 		7	350	2011/12/14 上午 12:00:00
BTH1-217	BL23	51187	038-5616	5616	LD thun lai + caét 		14	350	2011/12/14 上午 12:00:00
BTH1-217	BL23	51187	039-5617	5617	LD thun löng + caét 		16	350	2011/12/14 上午 12:00:00
